term,question,context,popularity,category,Culture_type
ধ্রুপদ,"বিভাগ সামবেদীয়, যজুর্বেদীয়, অথর্ববেদীয়, বৈষ্ণবপুরাণ, শৈবপুরাণ এবং শাক্তপুরাণ থেকে উদ্ভূত একটি রাগসঙ্গীতের শাখা যা বাংলাদেশের সংস্কৃতির একটি গুরুত্বপূর্ণ অংশ, এর নাম কী?","বিভাগ সামবেদীয় যজুর্বেদীয় অথর্ববেদীয় বৈষ্ণবপুরাণ শৈবপুরাণ শাক্তপুরাণ ধ্রুপদ, মূলত রাগসঙ্গীতের একটি ধারা। ",0.003980019336,Miscellaneous,Miscellaneous
গুড়,আফ্রিকা এবং এশিয়ার অনেক দেশে প্রাপ্য একটি অপরিশোধিত চিনির পণ্য কী বলে?,গুড় এশিয়া ও আফ্রিকায় তৈরি একটি অপরিশোধিত চিনির পণ্য।,0.01013535288,Miscellaneous,Miscellaneous
পান্তুয়া,"কোন প্রান্তরেখা অঞ্চলের মিষ্টি যা ছানা দিয়ে তৈরি হয় এবং সেখানকার লোকজন এটি খুব পছন্দ করে, সেটি কী হলো?",পান্তুয়া একরকমের ছানা দিয়ে তৈরি একটি মিষ্টি।,0.002417015791,Miscellaneous,Miscellaneous
বাংলা ব্যান্ড,উল্লেখযোগ্য বাংলা সংগীত শিল্পে কোন কোন দল তাদের স্বর্ণ সময়কালে মুক্তিপণ করেছিল?,উল্লেখযোগ্য বাংলা ব্যান্ডদলগুলোর তালিকা।,0.004221720915,Miscellaneous,Miscellaneous
ব্রিটিশ ভারত,১৮৫৮ থেকে ১৯৪৭ সাল পর্যন্ত ব্রিটিশ শাসনের অধীনে ছিল সেই ভারতীয় উপমহাদেশের সেই অঞ্চলগুলির সাধারণ নাম কী?,"ব্রিটিশ ভারত একটি শব্দ যা ভারতীয় উপমহাদেশের সেই অঞ্চলগুলিকে বোঝাতে ব্যবহৃত হয়, যা ১৮৫৮ থেকে ১৯৪৭ সাল পর্যন্ত সময়কালে ব্রিটিশ শাসনের অধীনে ছিল। ",0.07239767966,Miscellaneous,Miscellaneous
মিষ্টি দই,"ছানা, দুধ আর দই দিয়ে তৈরি একধরনের মিঠা যা বাংলাদেশের একটি পপুলার মিঠাই, এর নাম কী?","মিষ্টি দই অথবা মিঠা দই হল ছানা, দুধ আর দই দিয়ে তৈরি একধরনের মিষ্টি। ",0.004930712214,Miscellaneous,Miscellaneous
বিষ্ণুপুর ঘরানা,ভারতীয় শাস্ত্রীয় সংগীতের হিন্দুস্তানি ধারার ধ্রুপদ সংগীতের কোন ঘরানা বর্তমানে উত্তর প্রদেশের বিষ্ণুপুর শহরের নামে পরিচিত?,বিষ্ণুপুর ঘরানা হল ভারতীয় শাস্ত্রীয় সংগীতের হিন্দুস্তানি ধারার ধ্রুপদ সংগীতের একটি ঘরানা।,0.003851111827,Miscellaneous,Miscellaneous
বৈষ্ণব,"কোন শব্দের অভাব ছাড়াই, হিন্দুধর্মের ঐশ্বরিক সম্প্রদায়ের মধ্যে যারা মানুষকে ঈশ্বরের প্রেম দ্বারা মোক্ষের পথ দেখান, তারা কে হতে পারেন?",বৈষ্ণববাদ হিন্দুধর্মের শাখা সম্প্রদায়।,0.001498549791,Miscellaneous,Miscellaneous
রংপুর,বাংলাদেশের কোন শহর রংপুর বিভাগের প্রধান শহর এবং ১৮৬৯ সালে প্রতিষ্ঠিত বাংলাদেশের প্রাচীনতম পৌর কর্পোরেশন?,রংপুর বাংলাদেশের রংপুর বিভাগের প্রধান শহর এবং ১৮৬৯ সালে প্রতিষ্ঠিত বাংলাদেশের প্রাচীনতম একটি পৌর কর্পোরেশন।,0.03627135031,Miscellaneous,Miscellaneous
কৃষ্ণচন্দ্র দে,"বাংলা সঙ্গীতের একজন প্রবাদ পুরুষ এবং কিংবদন্তি কণ্ঠশিল্পী যিনি সিনেমা ও থিয়েটারেও অভিনয় করতেন এবং থিয়েটার প্রযোজক, সঙ্গীত পরিচালক এবং সংগীত শিক্ষক হিসেবেও পরিচিত ছিলেন, তিনি কে?","কৃষ্ণচন্দ্র দে ছিলেন বাংলা সঙ্গীতের একজন আদি ও প্রবাদ পুরুষ, কিংবদন্তি কণ্ঠশিল্পী, সিনেমা ও থিয়েটার অভিনেতা, থিয়েটার প্রযোজক, সঙ্গীত পরিচালক ও দক্ষ সংগীত শিক্ষক। ",0.002916532388,Miscellaneous,Miscellaneous
